"MB_ID","JobsA10","JobsA15","JobsA20","JobsA25","JobsA30","JobsA35","JobsA40","JobsA45","JobsA5_","JobsA50","JobsA55","JobsA60"
10040454,117701,187789,304322,553366,883263,1207736,1746004,2158264,47819,2642275,3641149,4056542
10040455,116681,184602,303603,533371,880095,1200335,1738741,2150370,49095,2632559,3624319,4056689
10040456,106260,181292,298082,529055,869179,1179777,1729468,2140534,45275,2616488,3563854,4051160
10040457,109760,182212,299028,523939,869608,1160497,1711204,2117579,44394,2591163,3534685,4046487
10040458,116643,184188,303507,533208,879983,1200335,1738741,2150370,48703,2632559,3624319,4056689
10040459,92358,173082,284277,495695,839282,1083368,1633938,2059015,35133,2528359,3340477,4028943
10040460,100209,176530,300438,540939,856070,1131866,1679813,2128366,34490,2582815,3460372,4041511
10040461,92633,172843,293671,515045,834432,1098256,1637981,2097254,27589,2522925,3307117,4033247
10040462,89228,167532,285587,497905,830454,1069984,1613233,2055177,27422,2483810,3255311,4025776
10040463,92238,169461,291504,511256,831179,1087385,1630196,2092403,26157,2509561,3293165,4032118
10040464,102523,190757,306671,553502,866620,1146181,1705078,2143125,40039,2595592,3526067,4044763
10040465,98679,174967,298200,534199,848642,1124960,1666676,2113885,32732,2572129,3429095,4039967
10040466,104362,193793,313998,577212,871565,1155716,1719569,2160857,38967,2610779,3545392,4047163
10040467,102366,185444,306451,570463,867398,1146672,1704011,2145646,36673,2596707,3530061,4044619
10040468,94966,182792,301841,554798,845787,1104964,1651090,2107390,31174,2547940,3348708,4034660
10040469,101111,184167,307491,557211,857910,1140341,1685438,2140508,33792,2594911,3481100,4043392
10040470,97500,177834,292374,532760,844732,1124737,1668151,2114526,31365,2574709,3439508,4039731
10040471,103031,183752,299384,550361,867114,1148570,1705800,2145905,38158,2600687,3535566,4045351
10040472,100038,183814,306235,556027,854926,1137536,1682791,2135445,32404,2592133,3472747,4042847
10040473,99078,189861,304226,560127,852482,1127768,1677832,2118707,32769,2577418,3444923,4040917
10040474,92320,168646,289714,524271,826599,1084745,1622401,2089208,21116,2511380,3285850,4029936
10040475,95262,177719,293584,539254,840497,1110951,1649972,2116966,27017,2558306,3373592,4036163
10040476,95277,203867,313851,592750,852062,1100330,1653763,2129887,32499,2533607,3337678,4035430
10040477,102646,178507,304162,546261,865051,1145651,1703292,2137766,38342,2594270,3524464,4044940
10040478,89739,168612,289324,505696,834251,1076570,1617165,2059258,29253,2488702,3271667,4027712
10040479,87917,168491,282706,501114,821033,1065488,1590767,2060974,22922,2482302,3161576,4020006
10040480,90157,165560,283648,513990,820778,1075744,1603684,2077511,18253,2498460,3228706,4025194
10040481,93245,177490,296129,530562,834787,1099477,1637935,2105407,23217,2521446,3330050,4033710
10040482,94505,165870,285768,506094,835460,1106540,1649074,2093904,29899,2552891,3376350,4035636
10040483,96351,185901,298513,538274,848201,1110929,1661408,2099312,36712,2556318,3390215,4036830
10040484,48219,153205,332099,632532,921053,1499461,1949115,2369174,2661,3018563,3954164,4095789
10040485,51479,156640,324485,619425,937137,1520510,1942113,2360276,2910,3068464,3966772,4096602
10040486,48181,153780,325541,630988,919651,1504286,1951790,2360792,2196,3026265,3951420,4096013
10040487,63274,149044,253136,436710,694920,946122,1374597,1888264,3331,2272474,2782333,3815503
10040488,47017,155063,334990,649717,928784,1515942,1965774,2383854,3290,3059013,3971899,4098507
10040489,47579,153100,330528,632010,921092,1504490,1953857,2370900,2790,3029925,3953554,4096292
10040490,46747,153840,336001,640507,934379,1529944,1967036,2395577,3846,3084997,3976248,4099712
10040491,49210,156086,327582,626027,954688,1553644,1977860,2413448,7211,3180385,3989200,4108818
10040492,46299,153851,327113,629105,928183,1513527,1954747,2372936,3057,3066725,3967871,4097851
10040493,49083,164867,363046,672911,1033014,1653702,2054740,2542916,19113,3453198,4029778,4127367
10040494,47374,150848,314579,609697,936336,1528940,1954030,2385837,4286,3081079,3976660,4100698
10040495,78716,194774,456609,759887,1232688,1781108,2175644,2713866,22946,3756321,4059680,4168608
10040496,46668,153577,326301,628042,926508,1510796,1950599,2370706,2987,3063991,3965402,4097208
10040497,11106,80666,174731,311518,523984,804342,1041883,1586195,1480,2031136,2440522,3191136
10040498,3878,72544,160663,300177,474762,761530,1017302,1566475,668,1996847,2395478,3205360
10040499,12496,78910,169767,283083,509558,777228,1008619,1460581,1535,1981989,2367991,2880783
10040500,7907,73470,161199,267902,487863,755511,978420,1420624,1411,1934026,2327206,2835309
10040501,77507,160941,257287,457241,745770,979470,1443538,1935735,11688,2307820,2902312,3895803
10040502,72547,162256,266909,487794,757972,976150,1386565,1941173,8241,2327992,2826993,3836151
10040503,70444,155478,262618,470612,751745,971025,1375782,1916971,7324,2319890,2809201,3816878
10040504,2695,61695,146151,276628,451103,742641,1030381,1559426,405,1978339,2404147,3321136
10040505,70980,158382,263310,474679,751195,971513,1373392,1918282,7579,2319837,2808461,3813338
10040506,18102,100656,192825,344688,556203,857746,1116978,1687559,1717,2107512,2554203,3420567
10040507,16783,93190,185723,297859,541752,814095,1045651,1545786,1598,2022093,2417952,3038541
10040508,22622,96220,192382,311700,575239,825983,1069023,1591251,1577,2072814,2470752,3138650
10040509,89461,197261,457668,759464,1236525,1779801,2172563,2705629,23050,3751184,4059389,4167887
10040510,94311,206134,469185,780948,1298225,1814535,2202060,2754779,23659,3811456,4066328,4174212
10040511,80430,188815,446123,737761,1180194,1748037,2138870,2654182,22439,3708506,4053425,4157947
10040512,63159,153503,305105,599270,934231,1505029,1918845,2343910,3580,3054925,3958630,4094259
10040513,56186,162616,359687,654165,923155,1460491,1996363,2377456,7292,2987340,3930668,4092613
10040514,49227,153226,342886,653421,920949,1469929,1957984,2369304,4299,2992885,3944253,4093767
10040515,49677,152812,341303,641110,910038,1449995,1950191,2346125,4014,2946278,3919592,4090773
10040516,49714,152188,336630,638719,907798,1438746,1943291,2340821,3798,2937180,3910656,4089602
10040517,48871,154509,346388,659160,936084,1527447,1997675,2406348,5151,3078173,3980569,4100337
10040518,49686,159073,354821,663900,951096,1540945,2019379,2436607,7215,3124533,3995935,4102020
10040519,53251,154846,318845,604958,933021,1502101,1930966,2347457,2141,3051400,3958960,4095083
10040520,54693,158917,326297,617282,927494,1499266,1932654,2345660,2003,3041575,3950406,4094008
10040521,52360,154380,329058,625036,928581,1513696,1940626,2355387,2758,3059026,3964319,4096045
10040522,70046,184980,418778,718661,1146257,1730664,2121903,2624789,21353,3643953,4047936,4151379
10040523,67726,179957,378635,699637,1116771,1710642,2106124,2599421,21178,3555819,4041118,4145315
10040524,52179,160821,354148,659686,919779,1465044,1995308,2378706,6821,2998345,3942833,4092823
10040525,56702,172642,392693,682149,978585,1575174,2049737,2468355,10190,3201885,4015455,4108196
10040526,49806,149961,320223,613180,941142,1522221,1942559,2380721,3268,3073377,3973268,4099160
10040527,55610,172445,386041,680998,983155,1586975,2049082,2474945,12176,3236919,4020381,4113681
10040528,85962,192469,449548,739631,1189261,1755743,2141030,2661447,22632,3719413,4054579,4159121
10040529,77332,190465,446301,739300,1184385,1755285,2141057,2661473,22251,3718879,4054055,4158992
10040530,78716,194785,456716,759902,1232850,1781133,2175948,2713866,22950,3756321,4059764,4168608
10040531,50629,158590,348312,657692,925637,1491177,1980204,2385539,5349,3020764,3951109,4095410
10040532,47916,153211,322542,617554,943541,1543860,1968012,2401378,5741,3139408,3984897,4107013
10040533,75667,192846,452046,750025,1218566,1770439,2160452,2697858,22489,3743473,4057524,4164661
10040534,59097,153611,308058,596100,927689,1490957,1916843,2327268,2316,3023313,3946820,4092938
10040535,79785,188793,445930,738065,1178647,1747825,2138161,2653691,22357,3708513,4053361,4157947
10040536,50629,158611,348421,657702,925667,1491463,1979885,2385931,5354,3020736,3951093,4095355
10040537,48877,154846,346528,659237,936219,1527519,1997880,2408723,5151,3086928,3980699,4100387
10040538,53517,162956,342318,637132,893761,1404709,1948172,2339049,5002,2859001,3868276,4086843
